"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.165,,10/01/2020,09/30/2021
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.067,,10/01/2020,09/30/2021
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.713,,10/01/2020,09/30/2021
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.862,,10/01/2020,09/30/2021
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.785,,10/01/2020,09/30/2021
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.859,,10/01/2020,09/30/2021
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.126,,10/01/2020,09/30/2021
MO,HAI_3_SIR,SSI - Colon Surgery,0.986,,10/01/2020,09/30/2021
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.859,,10/01/2020,09/30/2021
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.415,,10/01/2020,09/30/2021
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.111,,10/01/2020,09/30/2021
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.007,,10/01/2020,09/30/2021
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.277,,10/01/2020,09/30/2021
MO,HAI_5_SIR,MRSA Bacteremia,1.136,,10/01/2020,09/30/2021
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.529,,10/01/2020,09/30/2021
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.594,,10/01/2020,09/30/2021
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.561,,10/01/2020,09/30/2021
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2020,09/30/2021
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2020,09/30/2021
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2020,09/30/2021
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2020,09/30/2021
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2020,09/30/2021
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2020,09/30/2021
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.120,,10/01/2020,09/30/2021
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.419,,10/01/2020,09/30/2021
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.263,,10/01/2020,09/30/2021
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.575,,10/01/2020,09/30/2021
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.761,,10/01/2020,09/30/2021
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.663,,10/01/2020,09/30/2021
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.805,,10/01/2020,09/30/2021
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.215,,10/01/2020,09/30/2021
MS,HAI_3_SIR,SSI - Colon Surgery,0.994,,10/01/2020,09/30/2021
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.759,,10/01/2020,09/30/2021
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.538,,10/01/2020,09/30/2021
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.097,,10/01/2020,09/30/2021
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.373,,10/01/2020,09/30/2021
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.829,,10/01/2020,09/30/2021
MS,HAI_5_SIR,MRSA Bacteremia,1.588,,10/01/2020,09/30/2021
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.422,,10/01/2020,09/30/2021
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.511,,10/01/2020,09/30/2021
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.465,,10/01/2020,09/30/2021
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.771,,10/01/2020,09/30/2021
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.530,,10/01/2020,09/30/2021
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.102,,10/01/2020,09/30/2021
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.515,,10/01/2020,09/30/2021
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.966,,10/01/2020,09/30/2021
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.714,,10/01/2020,09/30/2021
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.827,,10/01/2020,09/30/2021
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.623,,10/01/2020,09/30/2021
MT,HAI_3_SIR,SSI - Colon Surgery,1.175,,10/01/2020,09/30/2021
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.369,,10/01/2020,09/30/2021
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.667,,10/01/2020,09/30/2021
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.843,,10/01/2020,09/30/2021
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.345,,10/01/2020,09/30/2021
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.992,,10/01/2020,09/30/2021
MT,HAI_5_SIR,MRSA Bacteremia,0.605,,10/01/2020,09/30/2021
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.383,,10/01/2020,09/30/2021
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.575,,10/01/2020,09/30/2021
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.472,,10/01/2020,09/30/2021
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.059,,10/01/2020,09/30/2021
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.218,,10/01/2020,09/30/2021
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.136,,10/01/2020,09/30/2021
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.814,,10/01/2020,09/30/2021
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.946,,10/01/2020,09/30/2021
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.878,,10/01/2020,09/30/2021
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.729,,10/01/2020,09/30/2021
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.929,,10/01/2020,09/30/2021
NC,HAI_3_SIR,SSI - Colon Surgery,0.825,,10/01/2020,09/30/2021
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.851,,10/01/2020,09/30/2021
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.279,,10/01/2020,09/30/2021
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.049,,10/01/2020,09/30/2021
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.924,,10/01/2020,09/30/2021
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.117,,10/01/2020,09/30/2021
NC,HAI_5_SIR,MRSA Bacteremia,1.017,,10/01/2020,09/30/2021
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.440,,10/01/2020,09/30/2021
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.488,,10/01/2020,09/30/2021
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.464,,10/01/2020,09/30/2021
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.370,,10/01/2020,09/30/2021
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.759,,10/01/2020,09/30/2021
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.538,,10/01/2020,09/30/2021
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.354,,10/01/2020,09/30/2021
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.718,,10/01/2020,09/30/2021
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.512,,10/01/2020,09/30/2021
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.645,,10/01/2020,09/30/2021
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.377,,10/01/2020,09/30/2021
ND,HAI_3_SIR,SSI - Colon Surgery,0.960,,10/01/2020,09/30/2021
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.126,,10/01/2020,09/30/2021
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.489,,10/01/2020,09/30/2021
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.753,,10/01/2020,09/30/2021
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.539,,10/01/2020,09/30/2021
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.275,,10/01/2020,09/30/2021
ND,HAI_5_SIR,MRSA Bacteremia,0.849,,10/01/2020,09/30/2021
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.548,,10/01/2020,09/30/2021
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.756,,10/01/2020,09/30/2021
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.646,,10/01/2020,09/30/2021
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.514,,10/01/2020,09/30/2021
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.854,,10/01/2020,09/30/2021
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.668,,10/01/2020,09/30/2021
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.785,,10/01/2020,09/30/2021
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.182,,10/01/2020,09/30/2021
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.968,,10/01/2020,09/30/2021
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.991,,10/01/2020,09/30/2021
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.579,,10/01/2020,09/30/2021
NE,HAI_3_SIR,SSI - Colon Surgery,1.259,,10/01/2020,09/30/2021
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.714,,10/01/2020,09/30/2021
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.811,,10/01/2020,09/30/2021
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.169,,10/01/2020,09/30/2021
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.734,,10/01/2020,09/30/2021
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.252,,10/01/2020,09/30/2021
NE,HAI_5_SIR,MRSA Bacteremia,0.967,,10/01/2020,09/30/2021
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.497,,10/01/2020,09/30/2021
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.634,,10/01/2020,09/30/2021
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.562,,10/01/2020,09/30/2021
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.399,,10/01/2020,09/30/2021
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.791,,10/01/2020,09/30/2021
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.570,,10/01/2020,09/30/2021
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.583,,10/01/2020,09/30/2021
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.956,,10/01/2020,09/30/2021
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.752,,10/01/2020,09/30/2021
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.662,,10/01/2020,09/30/2021
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.301,,10/01/2020,09/30/2021
NH,HAI_3_SIR,SSI - Colon Surgery,0.941,,10/01/2020,09/30/2021
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.136,,10/01/2020,09/30/2021
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.153,,10/01/2020,09/30/2021
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.956,,10/01/2020,09/30/2021
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.372,,10/01/2020,09/30/2021
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.880,,10/01/2020,09/30/2021
NH,HAI_5_SIR,MRSA Bacteremia,0.586,,10/01/2020,09/30/2021
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.699,,10/01/2020,09/30/2021
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.892,,10/01/2020,09/30/2021
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.791,,10/01/2020,09/30/2021
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.885,,10/01/2020,09/30/2021
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.072,,10/01/2020,09/30/2021
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.975,,10/01/2020,09/30/2021
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.681,,10/01/2020,09/30/2021
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.837,,10/01/2020,09/30/2021
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.756,,10/01/2020,09/30/2021
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.551,,10/01/2020,09/30/2021
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.767,,10/01/2020,09/30/2021
NJ,HAI_3_SIR,SSI - Colon Surgery,0.652,,10/01/2020,09/30/2021
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.487,,10/01/2020,09/30/2021
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.930,,10/01/2020,09/30/2021
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.682,,10/01/2020,09/30/2021
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.909,,10/01/2020,09/30/2021
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.149,,10/01/2020,09/30/2021
NJ,HAI_5_SIR,MRSA Bacteremia,1.024,,10/01/2020,09/30/2021
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.499,,10/01/2020,09/30/2021
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.555,,10/01/2020,09/30/2021
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.527,,10/01/2020,09/30/2021
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.301,,10/01/2020,09/30/2021
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.826,,10/01/2020,09/30/2021
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.547,,10/01/2020,09/30/2021
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.057,,10/01/2020,09/30/2021
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.447,,10/01/2020,09/30/2021
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.241,,10/01/2020,09/30/2021
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.574,,10/01/2020,09/30/2021
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.106,,10/01/2020,09/30/2021
NM,HAI_3_SIR,SSI - Colon Surgery,0.808,,10/01/2020,09/30/2021
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.464,,10/01/2020,09/30/2021
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.533,,10/01/2020,09/30/2021
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.882,,10/01/2020,09/30/2021
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.092,,10/01/2020,09/30/2021
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.791,,10/01/2020,09/30/2021
NM,HAI_5_SIR,MRSA Bacteremia,1.409,,10/01/2020,09/30/2021
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.528,,10/01/2020,09/30/2021
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.679,,10/01/2020,09/30/2021
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.600,,10/01/2020,09/30/2021
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.802,,10/01/2020,09/30/2021
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.044,,10/01/2020,09/30/2021
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.917,,10/01/2020,09/30/2021
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.588,,10/01/2020,09/30/2021
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.791,,10/01/2020,09/30/2021
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.684,,10/01/2020,09/30/2021
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.736,,10/01/2020,09/30/2021
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.198,,10/01/2020,09/30/2021
NV,HAI_3_SIR,SSI - Colon Surgery,0.946,,10/01/2020,09/30/2021
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.667,,10/01/2020,09/30/2021
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.691,,10/01/2020,09/30/2021
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.091,,10/01/2020,09/30/2021
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.941,,10/01/2020,09/30/2021
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.346,,10/01/2020,09/30/2021
NV,HAI_5_SIR,MRSA Bacteremia,1.130,,10/01/2020,09/30/2021
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.332,,10/01/2020,09/30/2021
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.412,,10/01/2020,09/30/2021
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.370,,10/01/2020,09/30/2021
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.911,,10/01/2020,09/30/2021
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.016,,10/01/2020,09/30/2021
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.962,,10/01/2020,09/30/2021
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.747,,10/01/2020,09/30/2021
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.833,,10/01/2020,09/30/2021
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.789,,10/01/2020,09/30/2021
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.755,,10/01/2020,09/30/2021
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.931,,10/01/2020,09/30/2021
NY,HAI_3_SIR,SSI - Colon Surgery,0.840,,10/01/2020,09/30/2021
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.963,,10/01/2020,09/30/2021
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.379,,10/01/2020,09/30/2021
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.157,,10/01/2020,09/30/2021
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.899,,10/01/2020,09/30/2021
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.047,,10/01/2020,09/30/2021
NY,HAI_5_SIR,MRSA Bacteremia,0.971,,10/01/2020,09/30/2021
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.539,,10/01/2020,09/30/2021
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.577,,10/01/2020,09/30/2021
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.558,,10/01/2020,09/30/2021
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.878,,10/01/2020,09/30/2021
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.018,,10/01/2020,09/30/2021
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.946,,10/01/2020,09/30/2021
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.711,,10/01/2020,09/30/2021
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.821,,10/01/2020,09/30/2021
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.764,,10/01/2020,09/30/2021
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.819,,10/01/2020,09/30/2021
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.003,,10/01/2020,09/30/2021
OH,HAI_3_SIR,SSI - Colon Surgery,0.907,,10/01/2020,09/30/2021
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.747,,10/01/2020,09/30/2021
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.125,,10/01/2020,09/30/2021
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.922,,10/01/2020,09/30/2021
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.171,,10/01/2020,09/30/2021
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.383,,10/01/2020,09/30/2021
OH,HAI_5_SIR,MRSA Bacteremia,1.274,,10/01/2020,09/30/2021
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.525,,10/01/2020,09/30/2021
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.573,,10/01/2020,09/30/2021
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.549,,10/01/2020,09/30/2021
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.228,,10/01/2020,09/30/2021
